,game_name,game_url,steam_rating
22937,Porsche Hall of Legends VR,https://steamdb.info/app/1231900/,62.00%
22938,狼人杀单机版,https://steamdb.info/app/1065960/,62.00%
22939,Block Busters,https://steamdb.info/app/1065550/,62.00%
22940,Travel Riddles: Trip To Italy,https://steamdb.info/app/659950/,62.00%
22941,Chevo Lurker: Exodus,https://steamdb.info/app/712010/,62.00%
22942,Beat Boxer,https://steamdb.info/app/546650/,62.00%
22943,Winged Sakura: Endless Dream,https://steamdb.info/app/339250/,62.00%
22944,Yōdanji,https://steamdb.info/app/736710/,62.00%
22945,Skool Daze Reskooled,https://steamdb.info/app/524430/,62.00%
22946,Sokpop S07: deer hunter II,https://steamdb.info/app/1212190/,62.00%
22947,Led It Rain VR,https://steamdb.info/app/1088160/,62.00%
22948,Mech Rage,https://steamdb.info/app/934600/,62.00%
22949,Paperback: The Game,https://steamdb.info/app/710700/,62.00%
22950,Grotoro,https://steamdb.info/app/825580/,62.00%
22951,Burokku Girls,https://steamdb.info/app/443980/,62.00%
22952,Putin Run Away From Trump,https://steamdb.info/app/866310/,62.00%
22953,Starship Clicker,https://steamdb.info/app/744590/,62.00%
22954,Creo God Simulator,https://steamdb.info/app/1028730/,62.00%
22955,Feral Blue,https://steamdb.info/app/618100/,62.00%
22956,Meegah Mem 2,https://steamdb.info/app/1118350/,62.00%
22957,DAHALO,https://steamdb.info/app/1107730/,62.00%
22958,Hacking with Benefits,https://steamdb.info/app/1092770/,62.00%
22959,Nyctophilia,https://steamdb.info/app/402890/,61.99%
22960,9Dragons: Kung Fu Arena,https://steamdb.info/app/956580/,61.99%
22961,Zack Zero,https://steamdb.info/app/234290/,61.98%
22962,龙王编年史MMO,https://steamdb.info/app/1104290/,61.98%
22963,Rescue your chickens,https://steamdb.info/app/551080/,61.98%
22964,Playthings: VR Music Vacation,https://steamdb.info/app/489740/,61.97%
22965,Sunburnt,https://steamdb.info/app/792320/,61.97%
22966,Lily's Handmaid,https://steamdb.info/app/1136910/,61.97%
22967,Undarkened,https://steamdb.info/app/676340/,61.97%
22968,SimpleMovie,https://steamdb.info/app/997370/,61.97%
22969,Music Boy 3D,https://steamdb.info/app/818620/,61.97%
22970,Stabby Cats,https://steamdb.info/app/1278100/,61.97%
22971,12 HOURS 2,https://steamdb.info/app/1126840/,61.97%
22972,Armor Clash VR,https://steamdb.info/app/510700/,61.97%
22973,The Last Roman Village,https://steamdb.info/app/998830/,61.97%
22974,Moor,https://steamdb.info/app/444470/,61.97%
22975,Goblin Harvest - The Mighty Quest,https://steamdb.info/app/604060/,61.97%
22976,Meow Wars: Card Battle,https://steamdb.info/app/762110/,61.97%
22977,Venture Forth,https://steamdb.info/app/501310/,61.97%
22978,Kingdom Watcher,https://steamdb.info/app/680970/,61.97%
22979,Gamma Blast,https://steamdb.info/app/759830/,61.97%
22980,NOBUNAGA’S AMBITION: Shouseiroku with Power Up Kit,https://steamdb.info/app/628100/,61.97%
22981,Bowling Over It,https://steamdb.info/app/1043120/,61.97%
22982,JOLT: Super Robot Racer,https://steamdb.info/app/485790/,61.97%
22983,Island Invasion,https://steamdb.info/app/955260/,61.97%
22984,New Ice York,https://steamdb.info/app/855530/,61.97%
22985,Vector Velocity,https://steamdb.info/app/751480/,61.97%
22986,Orbit - Playing with Gravity,https://steamdb.info/app/552120/,61.97%
22987,1010,https://steamdb.info/app/761190/,61.97%
22988,Fisherones,https://steamdb.info/app/772600/,61.97%
22989,OneManVurgeR,https://steamdb.info/app/555170/,61.97%
22990,ArmZ VR,https://steamdb.info/app/952930/,61.97%
22991,Wolf & Pigs,https://steamdb.info/app/1198810/,61.97%
22992,Kitten and food: adventure park,https://steamdb.info/app/913150/,61.97%
22993,Typical Cliche,https://steamdb.info/app/1240120/,61.97%
22994,MAGICAL×SPIRAL,https://steamdb.info/app/521510/,61.97%
22995,Con Amore,https://steamdb.info/app/486230/,61.97%
22996,Fancy Trangram VR,https://steamdb.info/app/552240/,61.97%
22997,The Ino Chronicles: Ascension,https://steamdb.info/app/724080/,61.97%
22998,Block Pooper 9,https://steamdb.info/app/972600/,61.97%
22999,Round Ways,https://steamdb.info/app/876960/,61.97%
23000,Linench,https://steamdb.info/app/719090/,61.97%
23001,Titeuf: Mega Party,https://steamdb.info/app/1165610/,61.97%
23002,Metal Assault,https://steamdb.info/app/570850/,61.97%
23003,Robo Boop,https://steamdb.info/app/808810/,61.97%
23004,Drift King 2D,https://steamdb.info/app/965000/,61.97%
23005,Maxi Pool Masters VR,https://steamdb.info/app/831250/,61.97%
23006,Rocket Craze 3D,https://steamdb.info/app/550930/,61.97%
23007,LUXOR: 5th Passage ,https://steamdb.info/app/60340/,61.97%
23008,New World Horizon,https://steamdb.info/app/1017670/,61.97%
23009,Endless RPG: Random Dungeon Map Generator for D&D 5e,https://steamdb.info/app/1268380/,61.97%
23010,Cube Universe,https://steamdb.info/app/820070/,61.97%
23011,IMAZE.EXE 2,https://steamdb.info/app/991860/,61.97%
23012,Money Master,https://steamdb.info/app/929460/,61.97%
23013,Dead in time,https://steamdb.info/app/875530/,61.97%
23014,Saga of the North Wind,https://steamdb.info/app/552720/,61.97%
23015,Terminal squad: Swarmites,https://steamdb.info/app/1217330/,61.97%
23016,Haunting Hour,https://steamdb.info/app/980320/,61.97%
23017,Super Jigsaw Puzzle: Anime,https://steamdb.info/app/972430/,61.97%
23018,District 112 Incident: Bowling Alley,https://steamdb.info/app/809180/,61.97%
23019,Strike Squadron: Caracará,https://steamdb.info/app/507340/,61.97%
23020,Waxworks: Curse of the Ancestors,https://steamdb.info/app/788670/,61.97%
23021,Magic Blast VR,https://steamdb.info/app/862730/,61.97%
23022,The Merchant Memoirs,https://steamdb.info/app/726520/,61.97%
23023,Nother,https://steamdb.info/app/545720/,61.97%
23024,Apprehend;Girlfriend,https://steamdb.info/app/1249500/,61.97%
23025,GALACTIC FIELD 2017 BATE,https://steamdb.info/app/711970/,61.97%
23026,Echo Royale,https://steamdb.info/app/1052370/,61.97%
23027,Break Through: Artificial Maze,https://steamdb.info/app/454480/,61.97%
23028,SQUAREHEAD,https://steamdb.info/app/660400/,61.97%
23029,Woman's body: For adults 2,https://steamdb.info/app/1192740/,61.97%
23030,YBit,https://steamdb.info/app/712660/,61.97%
23031,Black Smith,https://steamdb.info/app/1193530/,61.97%
23032,Spirit,https://steamdb.info/app/561010/,61.97%
23033,Neon Universe,https://steamdb.info/app/861550/,61.97%
23034,Keep Watching,https://steamdb.info/app/552630/,61.97%
23035,IS<Infinite Stratos> Versus Colors,https://steamdb.info/app/1124710/,61.97%
23036,NAMCO MUSEUM ARCHIVES Vol 1,https://steamdb.info/app/1250250/,61.97%
23037,Treater,https://steamdb.info/app/1137050/,61.97%
23038,Lost Artifacts: Time Machine,https://steamdb.info/app/940810/,61.97%
23039,Lumberjack VR,https://steamdb.info/app/704310/,61.97%
23040,Continuum,https://steamdb.info/app/1059840/,61.97%
23041,AESCULAP® OrthoPilot®Elite VR Palpation,https://steamdb.info/app/686950/,61.97%
23042,UnderEarth,https://steamdb.info/app/377100/,61.97%
23043,RoboCritters,https://steamdb.info/app/569350/,61.97%
23044,Super Cube Smash,https://steamdb.info/app/466280/,61.97%
23045,Time Killers: Spot Race,https://steamdb.info/app/735530/,61.97%
23046,Long Car Journey - A road trip game,https://steamdb.info/app/1311150/,61.97%
23047,Samurai Aces III: Sengoku Cannon,https://steamdb.info/app/1279390/,61.97%
23048,Wolfenstein: Cyberpilot Deutsche Version,https://steamdb.info/app/1057820/,61.97%
23049,SMASH BOY Ver.KZ,https://steamdb.info/app/863810/,61.97%
23050,COMPLEX,https://steamdb.info/app/772420/,61.97%
23051,Aeternum,https://steamdb.info/app/454750/,61.97%
23052,Lords of Strife,https://steamdb.info/app/842870/,61.97%
23053,Mystery Expedition: Prisoners of Ice,https://steamdb.info/app/397960/,61.97%
23054,Lander 8009 VR,https://steamdb.info/app/639280/,61.97%
23055,Sexy President,https://steamdb.info/app/1137620/,61.97%
23056,Purrfect Date,https://steamdb.info/app/520600/,61.97%
23057,Hentai Girl Run,https://steamdb.info/app/1060620/,61.96%
23058,Termite,https://steamdb.info/app/972560/,61.96%
23059,No Way Out - A Dead Realm Tale,https://steamdb.info/app/536960/,61.96%
23060,黑暗料理,https://steamdb.info/app/970530/,61.96%
23061,Adventures of Tara,https://steamdb.info/app/1235910/,61.96%
23062,Test your knowledge: Cats,https://steamdb.info/app/918180/,61.96%
23063,Idle Earth,https://steamdb.info/app/789750/,61.96%
23064,Dogfight Elite,https://steamdb.info/app/480500/,61.96%
23065,Minaurs,https://steamdb.info/app/763750/,61.96%
23066,Way of Gold and Steel,https://steamdb.info/app/373730/,61.96%
23067,Barrels Up,https://steamdb.info/app/728950/,61.96%
23068,Cosmic Cavern 3671　　宇宙最大の地底最大の作戦,https://steamdb.info/app/496980/,61.96%
23069,Tales of Sorrow: Strawsbrough Town,https://steamdb.info/app/1009780/,61.96%
23070,Space Viking Raiders,https://steamdb.info/app/730710/,61.96%
23071,Kitty Play,https://steamdb.info/app/823800/,61.96%
23072,Shining City,https://steamdb.info/app/1133570/,61.96%
23073,Dream Home,https://steamdb.info/app/951680/,61.96%
23074,Trivia Vault: Tennis Trivia,https://steamdb.info/app/840710/,61.96%
23075,扶搖直上,https://steamdb.info/app/1261160/,61.96%
23076,Superstar Dance Club,https://steamdb.info/app/379390/,61.96%
23077,魔神之战,https://steamdb.info/app/948850/,61.96%
23078,RevelationTrestan-尸忆岛,https://steamdb.info/app/931540/,61.96%
23079,Porcuball,https://steamdb.info/app/825170/,61.96%
23080,Lock Her Up: The Trump Supremacy,https://steamdb.info/app/769980/,61.96%
23081,凯旋岛,https://steamdb.info/app/1038680/,61.96%
23082,Tank Battle: East Front,https://steamdb.info/app/613120/,61.96%
23083,Light Tracer 2,https://steamdb.info/app/1085930/,61.96%
23084,Adventures Of Pipi 2 Save Hype,https://steamdb.info/app/860790/,61.96%
23085,WinKings,https://steamdb.info/app/428920/,61.96%
23086,Ghost in the Machine,https://steamdb.info/app/363220/,61.96%
23087,Hyperspeed,https://steamdb.info/app/347260/,61.96%
23088,EEP 13,https://steamdb.info/app/541270/,61.96%
23089,VIDEO GAME,https://steamdb.info/app/924310/,61.96%
23090,Meta Revelations - Ring Spirits,https://steamdb.info/app/1067030/,61.96%
23091,Never Ending Night,https://steamdb.info/app/344100/,61.96%
23092,"Catch the Thief, If you can!",https://steamdb.info/app/717760/,61.96%
23093,Abstract,https://steamdb.info/app/946070/,61.95%
23094,弹幕那个恶人,https://steamdb.info/app/1043470/,61.95%
23095,MINE!,https://steamdb.info/app/687320/,61.95%
23096,WheelTravel,https://steamdb.info/app/939830/,61.95%
23097,Alchemist Defender VR,https://steamdb.info/app/602160/,61.95%
23098,Solitaire Club,https://steamdb.info/app/630470/,61.95%
23099,B画少说,https://steamdb.info/app/1007870/,61.95%
23100,Gil's Lucid Dreams,https://steamdb.info/app/556260/,61.95%
23101,The Multidimensional Underwear Drawer,https://steamdb.info/app/502600/,61.95%
23102,SquareWorld Unpixeled,https://steamdb.info/app/950810/,61.95%
23103,Whitevale Defender,https://steamdb.info/app/841320/,61.95%
23104,Welcome Above,https://steamdb.info/app/912660/,61.95%
23105,"Imhotep, Pyramid Builder",https://steamdb.info/app/448730/,61.95%
23106,Avalon Legends Solitaire 3,https://steamdb.info/app/841980/,61.95%
23107,A Bloody Party,https://steamdb.info/app/825370/,61.95%
23108,morphe,https://steamdb.info/app/931830/,61.95%
23109,GIRAL,https://steamdb.info/app/914090/,61.95%
23110,Seacurity Breach,https://steamdb.info/app/906660/,61.95%
23111,Black Forest,https://steamdb.info/app/523070/,61.95%
23112,Fantasy Raiders,https://steamdb.info/app/862490/,61.95%
23113,Purgation,https://steamdb.info/app/682960/,61.95%
23114,Adventure Delivery Service,https://steamdb.info/app/867010/,61.95%
23115,Moe,https://steamdb.info/app/959770/,61.95%
23116,BATTLLOON,https://steamdb.info/app/985800/,61.95%
23117,Vanguard V,https://steamdb.info/app/520120/,61.95%
23118,Echoes III,https://steamdb.info/app/841950/,61.95%
23119,Romancing Monarchy,https://steamdb.info/app/890940/,61.95%
23120,Light of the Mountain,https://steamdb.info/app/674230/,61.95%
23121,Eternal Man: Village,https://steamdb.info/app/808130/,61.95%
23122,Cut The Ex-Girlfriends,https://steamdb.info/app/868970/,61.95%
23123,(VR)西汉帝陵 The Han Dynasty Imperial Mausoleums,https://steamdb.info/app/568330/,61.95%
23124,Lonia Saga 2,https://steamdb.info/app/861080/,61.95%
23125,Neighbourhood Necromancer,https://steamdb.info/app/633580/,61.95%
23126,Lord Darydikilkil,https://steamdb.info/app/551320/,61.95%
23127,Hero of Light VR,https://steamdb.info/app/696510/,61.95%
23128,Poker Simulator,https://steamdb.info/app/830750/,61.95%
23129,Blind Girl,https://steamdb.info/app/952680/,61.95%
23130,Fantastic Sea,https://steamdb.info/app/786420/,61.95%
23131,TERMINAL,https://steamdb.info/app/1184550/,61.95%
23132,Twisted Sails,https://steamdb.info/app/782630/,61.95%
23133,New World: The Tupis,https://steamdb.info/app/723880/,61.95%
23134,曲阿小将,https://steamdb.info/app/1118100/,61.95%
23135,Elven Legacy: Siege,https://steamdb.info/app/42940/,61.95%
23136,The Forgotten Forest,https://steamdb.info/app/410050/,61.95%
23137,Recyclomania,https://steamdb.info/app/1139830/,61.95%
23138,Personality Dating Sim,https://steamdb.info/app/1337430/,61.95%
23139,Prisme 7,https://steamdb.info/app/1282500/,61.95%
23140,Falling Stars: War of Empires,https://steamdb.info/app/439960/,61.95%
23141,Supreme Ruler Cold War,https://steamdb.info/app/73220/,61.95%
23142,Explosive Jake,https://steamdb.info/app/1162440/,61.95%
23143,Shieldmaiden,https://steamdb.info/app/1229500/,61.95%
23144,Squirt's Adventure,https://steamdb.info/app/263180/,61.95%
23145,Theme Park Simulator,https://steamdb.info/app/1202780/,61.95%
23146,Hockeysplit,https://steamdb.info/app/1206000/,61.95%
23147,The Adventures of Mr. Bobley,https://steamdb.info/app/375710/,61.95%
23148,Tinseltown Tycoon,https://steamdb.info/app/1299600/,61.95%
23149,Trainz Railroad Simulator 2019,https://steamdb.info/app/553520/,61.94%
23150,Lunnye Devitsy,https://steamdb.info/app/233510/,61.93%
23151,Giana Sisters 2D,https://steamdb.info/app/350770/,61.93%
23152,Bad Day,https://steamdb.info/app/803080/,61.93%
23153,Chicken Rider,https://steamdb.info/app/871550/,61.93%
23154,Police Quest - SWAT 2,https://steamdb.info/app/607120/,61.93%
23155,Murderous Pursuits,https://steamdb.info/app/638070/,61.93%
23156,Heldric - The legend of the shoemaker,https://steamdb.info/app/293420/,61.93%
23157,Approaching Blocks,https://steamdb.info/app/467390/,61.93%
23158,Jack Keane,https://steamdb.info/app/12340/,61.92%
23159,Civitatem,https://steamdb.info/app/670820/,61.92%
23160,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,https://steamdb.info/app/336280/,61.91%
23161,3D Ultra Minigolf Adventures Deluxe,https://steamdb.info/app/10140/,61.91%
23162,Secret Files 3,https://steamdb.info/app/216210/,61.91%
23163,Tree of Savior (Japanese Ver.),https://steamdb.info/app/1175730/,61.91%
23164,"I, Gladiator",https://steamdb.info/app/339700/,61.91%
23165,Light in the dark,https://steamdb.info/app/669600/,61.91%
23166,Lunch Truck Tycoon,https://steamdb.info/app/375180/,61.91%
23167,Kingdom Wars 2: Battles,https://steamdb.info/app/253190/,61.91%
23168,HEX: Shards of Fate,https://steamdb.info/app/410380/,61.91%
23169,Secret in Story,https://steamdb.info/app/613010/,61.91%
23170,Doodle Mafia,https://steamdb.info/app/598940/,61.91%
23171,Florensia,https://steamdb.info/app/384030/,61.91%
23172,校园恋物语|Love in School,https://steamdb.info/app/899940/,61.90%
23173,Elsewhere High: Chapter 1 - A Visual Novel,https://steamdb.info/app/587570/,61.90%
23174,8i,https://steamdb.info/app/462530/,61.90%
23175,Heroes of Arca,https://steamdb.info/app/588890/,61.90%
23176,Mini Battlegrounds,https://steamdb.info/app/658470/,61.89%
23177,Super Killer Hornet: Resurrection,https://steamdb.info/app/271860/,61.87%
23178,RC Mini Racers,https://steamdb.info/app/311820/,61.87%
23179,Stickman in the portal,https://steamdb.info/app/853620/,61.86%
23180,Draw a Stickman: EPIC 3,https://steamdb.info/app/844500/,61.86%
23181,1993 Space Machine,https://steamdb.info/app/373480/,61.86%
23182,Catching,https://steamdb.info/app/1047090/,61.86%
23183,Worlds Collide,https://steamdb.info/app/968730/,61.86%
23184,RoShamBo Arena,https://steamdb.info/app/393930/,61.86%
23185,Pro Cycling Manager 2016,https://steamdb.info/app/408760/,61.86%
23186,Rush for gold: California,https://steamdb.info/app/449520/,61.86%
23187,Cage of the Succubi,https://steamdb.info/app/1065950/,61.86%
23188,Broomball,https://steamdb.info/app/504630/,61.86%
23189,Poltergeist: A Pixelated Horror,https://steamdb.info/app/323700/,61.86%
23190,Something To Do With Love,https://steamdb.info/app/603730/,61.83%
23191,The Swindle,https://steamdb.info/app/369110/,61.83%
23192,Lady and Blade,https://steamdb.info/app/1131330/,61.83%
23193,Rooster Teeth vs. Zombiens,https://steamdb.info/app/336100/,61.83%
23194,Gears 5,https://steamdb.info/app/1097840/,61.83%
23195,Motorbike,https://steamdb.info/app/343120/,61.83%
23196,Bladestar,https://steamdb.info/app/424760/,61.83%
23197,Corpse of Discovery,https://steamdb.info/app/297720/,61.83%
23198,The Saint: Abyss of Despair,https://steamdb.info/app/560820/,61.83%
23199,Kings of Kung Fu,https://steamdb.info/app/316930/,61.83%
23200,Cricket Captain 2015,https://steamdb.info/app/351050/,61.83%
23201,Earth 2140 HD,https://steamdb.info/app/253860/,61.82%
23202,KurtzPel,https://steamdb.info/app/844870/,61.81%
23203,Swords & Crossbones: An Epic Pirate Story,https://steamdb.info/app/383720/,61.80%
23204,Sleeping Dawn,https://steamdb.info/app/742900/,61.80%
23205,Trapped on Monster Island,https://steamdb.info/app/1042020/,61.79%
23206,CSC | Space MMO,https://steamdb.info/app/895040/,61.79%
23207,Puzzle Galaxies,https://steamdb.info/app/463710/,61.79%
23208,The Long Journey Home,https://steamdb.info/app/366910/,61.79%
23209,2D Neon Cube,https://steamdb.info/app/701720/,61.79%
23210,BIOS,https://steamdb.info/app/350600/,61.78%
23211,Car Trader Simulator - Welcome to the Business,https://steamdb.info/app/1296280/,61.78%
23212,Jump,https://steamdb.info/app/334410/,61.78%
23213,Wrecked: Get Your Ship Together,https://steamdb.info/app/619600/,61.78%
23214,Highway Madness,https://steamdb.info/app/735460/,61.78%
23215,Office Space: Idle Profits,https://steamdb.info/app/626010/,61.77%
23216,WORLDS AT WAR (Monitor & VR),https://steamdb.info/app/744670/,61.77%
23217,Ripple Effect,https://steamdb.info/app/574440/,61.76%
23218,Your Friend Hana,https://steamdb.info/app/610810/,61.76%
23219,Dark Raider,https://steamdb.info/app/1199450/,61.76%
23220,Ampu-Tea,https://steamdb.info/app/289090/,61.76%
23221,Nodiatis,https://steamdb.info/app/541190/,61.76%
23222,VR Escape the space station,https://steamdb.info/app/513420/,61.76%
23223,Arms Race - TCWE,https://steamdb.info/app/583590/,61.76%
23224,The Watson-Scott Test,https://steamdb.info/app/955060/,61.75%
23225,Diluvion,https://steamdb.info/app/446790/,61.75%
23226,Survivor,https://steamdb.info/app/1031700/,61.74%
23227,Introvert Quest,https://steamdb.info/app/562640/,61.73%
23228,Subterra,https://steamdb.info/app/521590/,61.73%
23229,Pineview Drive,https://steamdb.info/app/288880/,61.72%
23230,Romance of the Three Kingdoms Maker,https://steamdb.info/app/397720/,61.72%
23231,Wooden House,https://steamdb.info/app/513570/,61.72%
23232,The Golf Club,https://steamdb.info/app/269730/,61.71%
23233,The Magician's Research,https://steamdb.info/app/1155120/,61.71%
23234,Mittelborg,https://steamdb.info/app/956060/,61.71%
23235,Simple Story - Alex,https://steamdb.info/app/814200/,61.70%
23236,"Hamlet or the last game without MMORPG features, shaders and product placement",https://steamdb.info/app/222160/,61.70%
23237,The Agency: Chapter 1,https://steamdb.info/app/492280/,61.69%
23238,HotPuzzle:Grils,https://steamdb.info/app/938890/,61.69%
23239,AT SUNDOWN: Shots in the Dark,https://steamdb.info/app/419700/,61.69%
23240,Trendpoker 3D: Free Online Poker,https://steamdb.info/app/1259460/,61.69%
23241,Neptune Flux,https://steamdb.info/app/378700/,61.69%
23242,A Demon's Game - Episode 1,https://steamdb.info/app/569430/,61.69%
23243,Viking Brothers,https://steamdb.info/app/286520/,61.69%
23244,Agent Awesome,https://steamdb.info/app/345220/,61.68%
23245,Vicious Circle,https://steamdb.info/app/556440/,61.68%
23246,Call of Duty: Advanced Warfare,https://steamdb.info/app/209650/,61.68%
23247,Gettysburg: The Tide Turns,https://steamdb.info/app/602510/,61.68%
23248,Axis Football 2018,https://steamdb.info/app/932980/,61.68%
23249,Demon Hunter: Chronicles from Beyond,https://steamdb.info/app/330990/,61.66%
23250,Obscuritas,https://steamdb.info/app/441680/,61.66%
23251,Mirrored - Chapter 1,https://steamdb.info/app/365880/,61.65%
23252,Bear Football,https://steamdb.info/app/674570/,61.65%
23253,White Noise Online,https://steamdb.info/app/293860/,61.65%
23254,Fallen Legion: Rise to Glory,https://steamdb.info/app/612820/,61.65%
23255,Full Spectrum Warrior,https://steamdb.info/app/4520/,61.64%
23256,CINEVEO - Virtual Reality Cinema,https://steamdb.info/app/364380/,61.64%
23257,Tower!3D Pro,https://steamdb.info/app/588190/,61.64%
23258,血战夹皮沟,https://steamdb.info/app/839500/,61.64%
23259,音灵 INVAXION,https://steamdb.info/app/921630/,61.63%
23260,The Infinite Black,https://steamdb.info/app/489000/,61.63%
23261,Moto Racer 4,https://steamdb.info/app/417430/,61.63%
23262,Weird Worlds: Return to Infinite Space,https://steamdb.info/app/226120/,61.62%
23263,ReignMaker,https://steamdb.info/app/286200/,61.62%
23264,武林志（Wushu Chronicles）,https://steamdb.info/app/921390/,61.61%
23265,Angry Golf,https://steamdb.info/app/1145780/,61.60%
23266,Air Hockey,https://steamdb.info/app/750330/,61.60%
23267,家园/HOME,https://steamdb.info/app/1051170/,61.60%
23268,Hollow Steps,https://steamdb.info/app/802900/,61.60%
23269,Card Brawl,https://steamdb.info/app/1004000/,61.60%
23270,Soul Locus,https://steamdb.info/app/349190/,61.60%
23271,Vanilla Bagel: The Roguelike,https://steamdb.info/app/491510/,61.60%
23272,Aim Master,https://steamdb.info/app/915540/,61.60%
23273,Creature Card Idle,https://steamdb.info/app/1188260/,61.59%
23274,Karma Miwa,https://steamdb.info/app/485660/,61.59%
23275,Unending Galaxy,https://steamdb.info/app/439720/,61.59%
23276,Offensive Combat: Redux!,https://steamdb.info/app/622170/,61.59%
23277,Abyss Odyssey,https://steamdb.info/app/255070/,61.59%
23278,Spellgear,https://steamdb.info/app/470040/,61.59%
23279,Pathfinder Adventures,https://steamdb.info/app/480640/,61.59%
23280,Multicellular,https://steamdb.info/app/886370/,61.59%
23281,Planet Driller,https://steamdb.info/app/492170/,61.58%
23282,The Walking Evil,https://steamdb.info/app/1215870/,61.58%
23283,TOGETHER VR,https://steamdb.info/app/771920/,61.56%
23284,The Warhorn,https://steamdb.info/app/660920/,61.56%
23285,Frontlines: Fuel of War,https://steamdb.info/app/9460/,61.56%
23286,Perfect Golf,https://steamdb.info/app/288140/,61.55%
23287,Aces of the Luftwaffe,https://steamdb.info/app/353940/,61.55%
23288,Lara Croft and the Temple of Osiris,https://steamdb.info/app/289690/,61.55%
23289,Escape Rosecliff Island,https://steamdb.info/app/3600/,61.54%
23290,Trials of the Blood Dragon,https://steamdb.info/app/435480/,61.53%
23291,THE WAYLANDERS,https://steamdb.info/app/957710/,61.53%
23292,A grande bagunça espacial - The big space mess,https://steamdb.info/app/449220/,61.52%
23293,Midnight Mysteries: Salem Witch Trials,https://steamdb.info/app/208620/,61.52%
23294,Hieroglyphika,https://steamdb.info/app/434880/,61.52%
23295,Odysseus: Long Way Home,https://steamdb.info/app/348960/,61.52%
23296,Winter Voices,https://steamdb.info/app/72900/,61.52%
23297,A Mortician's Tale,https://steamdb.info/app/578720/,61.52%
23298,Heroes of Loot,https://steamdb.info/app/359280/,61.52%
23299,Bathory - The Bloody Countess,https://steamdb.info/app/486170/,61.50%
23300,Sherlock Holmes Consulting Detective: The Case of the Mummy’s Curse,https://steamdb.info/app/374010/,61.50%
23301,Armored Fist 3,https://steamdb.info/app/32710/,61.50%
23302,Tile Miner,https://steamdb.info/app/329310/,61.50%
23303,Blood Alloy: Reborn,https://steamdb.info/app/355310/,61.50%
23304,Party Saboteurs,https://steamdb.info/app/452320/,61.50%
23305,Tanks2.DE,https://steamdb.info/app/660830/,61.50%
23306,Mythos: The Beginning,https://steamdb.info/app/325320/,61.50%
23307,Artania,https://steamdb.info/app/698710/,61.50%
23308,bob's game,https://steamdb.info/app/529720/,61.50%
23309,Thrills & Chills - Roller Coasters,https://steamdb.info/app/520270/,61.50%
23310,Modern Combat Versus,https://steamdb.info/app/723780/,61.50%
23311,Deep Dark Dungeon,https://steamdb.info/app/496290/,61.50%
23312,Victorian Mysteries: Woman in White,https://steamdb.info/app/1101940/,61.49%
23313,Vehicle VR,https://steamdb.info/app/648810/,61.49%
23314,The Seduction of Shaqeera,https://steamdb.info/app/994160/,61.49%
23315,Paganitzu,https://steamdb.info/app/358230/,61.49%
23316,Soko Match,https://steamdb.info/app/518320/,61.49%
23317,Vreal,https://steamdb.info/app/440120/,61.49%
23318,Felis: Cat Saving Platformer,https://steamdb.info/app/572040/,61.49%
23319,Connor's Desert Adventure,https://steamdb.info/app/1143440/,61.49%
23320,Ray of Light,https://steamdb.info/app/891100/,61.49%
23321,Frayed Knights: The Skull of S'makh-Daon,https://steamdb.info/app/314120/,61.49%
23322,Puzzle Station 15th Anniversary Retro Release,https://steamdb.info/app/366990/,61.49%
23323,Football Manager Touch 2018,https://steamdb.info/app/624120/,61.49%
23324,The Orchard of Stray Sheep,https://steamdb.info/app/485340/,61.49%
23325,Runes of Magic,https://steamdb.info/app/808290/,61.48%
23326,Charlie's Adventure,https://steamdb.info/app/556870/,61.48%
23327,The Masterplan,https://steamdb.info/app/313080/,61.48%
23328,CDF Starfighter VR,https://steamdb.info/app/433190/,61.47%
23329,"The End o,,,o",https://steamdb.info/app/509880/,61.46%
23330,Marble Duel,https://steamdb.info/app/338120/,61.45%
23331,Lost Planet 3,https://steamdb.info/app/226720/,61.45%
23332,Jack Lumber,https://steamdb.info/app/220900/,61.45%
23333,Old Time Hockey,https://steamdb.info/app/543010/,61.45%
23334,INSOMNIA: The Ark,https://steamdb.info/app/783170/,61.45%
23335,Angeldust,https://steamdb.info/app/488440/,61.43%
23336,Mushroom Wars 2,https://steamdb.info/app/457730/,61.43%
23337,Solarix,https://steamdb.info/app/284990/,61.43%
23338,On a Roll,https://steamdb.info/app/377060/,61.43%
23339,The Light Keeps Us Safe,https://steamdb.info/app/853240/,61.42%
23340,MagiCats Builder,https://steamdb.info/app/690610/,61.42%
23341,Wide Cross,https://steamdb.info/app/803800/,61.42%
23342,Devilry,https://steamdb.info/app/382180/,61.41%
23343,Anoxemia,https://steamdb.info/app/338050/,61.41%
23344,Solaria Moon,https://steamdb.info/app/623930/,61.41%
23345,Orqa FPV SkyDive,https://steamdb.info/app/1278060/,61.41%
23346,Siege of Centauri,https://steamdb.info/app/524010/,61.41%
23347,CLICKER ACHIEVEMENTS - THE IMPOSSIBLE CHALLENGE,https://steamdb.info/app/877370/,61.41%
23348,Ecchi Puzzle,https://steamdb.info/app/890710/,61.41%
23349,Car Dealer,https://steamdb.info/app/1271080/,61.41%
23350,Unstoppable Hamster,https://steamdb.info/app/782300/,61.41%
23351,Silver Bullet: Prometheus,https://steamdb.info/app/446250/,61.41%
